Name,About,Url_image,Adapts Well To Apartment Living,Good For Novice Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,Adaptability,Affectionate With Family,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,All Around Friendliness,Amount Of Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Health And Grooming Needs,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Trainability,Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Physical Needs,Dog Breed Group,Height,Weight,Life Span
English Cocker Spaniel,"The English Cocker Spaniel is a medium-size dog breed with long ears and a happy disposition. The “Cocker” in their name comes from their days of hunting woodcock in England, although English Cockers have been used to hunt many other types of birds as well. They make great companion dogs for people who can give them the exercise they need. Even apartment dwellers will love this affectionate and adaptable pup. Read on to find out if this is the breed for you! DogTime recommends this dog bed to give a good night’s sleep to your medium-sized English Cocker Spaniel. You should also pick up this dog brush and massager for your long-haired pup! See all English Cocker Spaniel characteristics below! Additional articles that will interest you:",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_22966_english-cocker-spaniel-460x290.jpg,5,4,5,1,4,3,4,5,5,5,5,5,3,1,3,4,5,2,3,4,5,3,5,4,4,4,5,3,4,5,4,Sporting Dogs,5.08,13.61,13.0
English Toy Spaniel,"Nicknamed “Charlies” after the king who loved them, English Toy Spaniels are quieter and more reclusive than their Cavalier cousins, but they can have a mischievous spark. They tend to prefer a single person and are not a “hail fellow, well met” type of dog breed .",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_23106_english-toy-spaniel-460x290.jpg,4,4,4,1,2,2,3,5,1,4,4,4,5,2,4,2,3,2,3,3,3,4,4,3,2,3,3,3,2,4,3,Companion Dogs,,4.99,11.0
English Setter,"The English Setter dog breed was named for these dogs’ practice of “setting,” or crouching low, when they found birds so hunters could throw their nets over them. After the development of the gun, breeders developed the dog so they would stand in the more traditional Pointer style. English Setters are still used as a hunting dogs today, as well as family companions. This super affectionate dog loves their human family and even other pets in the home, but apartment dwellers beware! These pups have high energy and exercise needs, so they will prefer a home with a yard and space to run. DogTime recommends this dog bed to give a good night’s sleep to your medium-sized English Setter. You should also pick up this dog brush and massager for your long-haired pup! See all English Setter dog breed traits below! Additional articles that will interest you:",https://cdn2-www.dogtime.com/assets/uploads/2011/01/file_22968_english-setter-460x290.jpg,1,3,4,1,4,3,3,5,5,5,5,5,3,2,3,3,5,3,3,3,5,4,5,4,5,4,4,2,5,5,4,Sporting Dogs,15.24,28.35,13.0
Entlebucher Mountain Dog,"The Entlebucher Mountain Dog has the independent spirit of other herding breeds , but still relishes spending time with his people — especially if they give him a job to do. He can be territorial and will bark to warn you of visitors.",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23262_entlebucher-mountain-dog-460x290.jpg,1,2,4,3,4,2,3,5,5,3,2,4,3,1,5,3,3,3,3,3,4,4,4,5,3,4,5,4,5,5,5,Herding Dogs,6.35,24.95,11.5
Finnish Spitz,"Finnish Spitz were originally were bred to hunt a variety of small and large game, and then bark when they found something. Today they’re considered “talkative” companions who will keep you apprised of just about everything going on in your surroundings. See all Finnish Spitz characteristics below! Additional articles you will be interested in: Adoption Dog Names Bringing Home Your Dog Help with Training Puppies Housetraining Puppies Feeding a Puppy Dog games Teaching your dog tricks How to take pictures of your dog",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_23148_finnish-spitz-460x290.jpg,3,3,3,1,5,3,3,5,5,5,3,5,4,1,2,4,3,3,3,3,4,3,3,5,4,4,5,4,5,5,5,Sporting Dogs,5.08,12.47,13.5
English Springer Spaniel,"The English Springer Spaniel dog breed was developed as a gun dog to flush, or spring, game in the field, but they’re also popular companions. Athletic and versatile, they’ve been known to participate in agility , hunt tests, tracking, obedience trials and more, and they’re great pals to have along when you go hiking or camping. You’d have a hard time finding a more affectionate furry family member, but this pup definitely needs room to run. Apartment dwellers beware! DogTime recommends this dog bed to give a good night’s sleep to your medium-sized English Springer Spaniel. You should also pick up this dog fetch toy to help burn off your pup’s high energy!",https://cdn1-www.dogtime.com/assets/uploads/2011/01/file_22970_english-springer-spaniel-460x290.jpg,1,3,4,1,3,4,3,5,5,5,4,5,3,1,2,3,3,3,3,5,5,3,5,3,4,4,5,3,5,5,5,Sporting Dogs,8.89,22.68,12.0
Eurasier,"The Eurasier is a breed of medium-sized dogs of the Spitz type that first came from Germany . These dogs are known to be very intelligent, loyal, and even-tempered. Eurasiers can go by many other names such as Eurasian, Eurasian Spitz, Eurasian dog, and most notably, Wolf-Chow. You can find Eurasier dogs in shelters and breed specific rescues, so remember to adopt! These dogs are very solid watchdogs and pack-oriented, which makes them ideal for those with families and even kids. However, Eurasiers don’t do well when left alone, especially in a room by themselves. They do best when they are part of a family and, when left on their own, can grow anxious and depressed.",https://cdn3-www.dogtime.com/assets/uploads/2019/08/eurasier-dog-breed-pictures-cover.jpg,4,3,2,1,4,3,3,3,5,4,2,4,4,3,3,4,2,4,3,4,4,2,1,2,1,2,3,2,3,3,3,Companion Dogs,55.88,25.17,13.0
Drever,"The Drever is a purebred dog from the country of Sweden. Loyal, hardworking, and alert , these pups have some of the best qualities of any dog around. Drevers go by one other name, which is Swedish Dachsbracke. Despite being from the country of Sweden, you might be able to find this purebred at your local shelter or breed specific rescues nearby. Remember, it’s always better to adopt and not shop! These hardworking pooches can make great apartment dogs for active urban dwellers; although, with their high energy, they’re better suited for larger homes with yards where they can run around. These pups can get along well with single-person households or larger families. If you want an alert and loyal pup who won’t leave your side, then the Drever might be the perfect dog breed for you!",https://cdn1-www.dogtime.com/assets/uploads/2019/11/drever-dog-breed-pictures-cover.jpg,4,3,2,2,2,3,3,5,5,4,3,4,3,2,3,5,3,3,3,3,4,4,3,4,2,3,5,3,4,4,4,Hound Dogs,35.56,17.01,13.5
Dorgi,"The Dorgi is a mixed breed dog–a cross between the Dachshund and Corgi dog breeds. Loyal, friendly, and intelligent, these pups inherited some of the best qualities from both of their parents. Dorgis are also known as the Dorgie on occasion. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Dorgi to your home! Dorgis make excellent family pets–and their adorable and unique look makes them eye-catching walking companions when you’re out and about. The diminutive breed is loving and loyal and enjoys being around small children. Although be warned: These are energetic dogs, and you’re going to need to commit to appropriate levels of exercise or live in a space with outdoor access.",https://cdn2-www.dogtime.com/assets/uploads/2019/08/dorgi-mixed-dog-breed-pictures-cover.jpg,4,4,3,1,4,3,3,4,4,4,3,4,2,2,4,4,4,2,3,3,4,4,3,3,3,3,4,4,4,5,4,Mixed Breed Dogs,,9.75,13.5
Dutch Shepherd,"Originally used by shepherds in the Netherlands for all-around farm work, the Dutch Shepherd is an intelligent, highly trainable jack-of-all-trades. In modern times, they are used as police dogs, service animals, and family-friendly companions. You may take a look at the Dutch Shepherd and notice a striking resemblance to German Shepherds or Belgian Shepherds. That’s because these cousin breeds share a close ancestry and only diverged a little over a hundred years ago. While Dutch Shepherds are more rare than many other shepherd breeds, they are known to be some of the healthiest and easiest to train. They come in three different kinds of coats that are beautifully brindle. If you want a dog that will do well in competitions, act as a watchdog, keep you active, love your family, and provide loyal, affectionate, obedient companionship, you’d get all of the above and more in a Dutch Shepherd.",https://cdn1-www.dogtime.com/assets/uploads/2018/01/dutch-shepherd-dog-breed-pictures-cover-460x260.jpg,3,3,3,2,4,4,3,4,4,4,2,4,4,2,3,4,2,3,3,5,4,2,3,2,2,3,4,3,4,4,4,Herding Dogs,58.42,27.22,13.5
English Foxhound,"The English Foxhound was originally a hunting dog breed , designed to pursue foxes in the English countryside. Today they also enjoy life as a family companion and compete in the conformation ring. Many English Foxhounds also compete in Foxhound Performance Trials, which grade the dogs on their pack hunting skills. Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you. As hunting dogs, English Foxhounds have high energy and need plenty of exercise during the day. Apartment dwellers beware, as this pup needs room to run and may “speak up” quite a bit, which may not foster the best relationships with nearby neighbors. Meet the breed’s exercise needs, and you’ll have a playful and affectionate member of the family. DogTime recommends this dog bed to give a good night’s sleep to your medium-sized English Foxhound. You should also pick up this dog water bottle for any outdoor adventures you have with your pup!",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_23022_english-foxhound-460x290.jpg,1,2,3,4,3,3,3,4,4,5,3,4,3,1,5,4,2,3,3,3,3,4,5,4,5,4,5,4,5,5,5,Hound Dogs,66.04,29.48,11.5
Doberman Pinscher,"The Doberman Pinscher originated in Germany during the late 19th century, mostly bred as a guard dog. Their exact ancestry is unknown, but they’re believed to be a mixture of many dog breeds , including the Rottweiler , Black and Tan Terrier, and German Pinscher. With their sleek coat, athletic build, and regal appearance, this pup looks like an aristocrat. They’re highly energetic and smart dogs who perform well in police and military work, canine sports, and as family guardians and companions. Remember, you can find just about any breed of dog at local shelters and rescues. If you decide that this is the breed for you, adopt! Don’t shop! DogTime recommends this big, spacious crate to give your big Doberman Pinscher a place to rest and relax. You should also pick up this dog brush and massager for your short-haired pup! See all Doberman Pinscher dog breed characteristics below! Additional articles that will interest you:",https://cdn3-www.dogtime.com/assets/uploads/2011/01/file_22920_doberman-pinscher-460x290.jpg,3,3,5,2,1,4,3,5,3,1,3,3,4,4,5,1,3,4,4,5,5,2,1,1,2,3,3,3,3,5,4,Working Dogs,66.04,31.75,11.5
Doxiepoo,"If you were the type of kid who wasn’t afraid to choose the “mystery” flavor of candy in a bag, a Dachshund Poodle–or Doxiepoo–may be for you. While this mixed breed can have famously endless combinations, they are known for being affectionate, intelligent, and playful . The list of names the Doxiepoo is known by is as long as the parent Dachshund: Doodle, Dachdoodle, Doxiedoodle, Doxiepoodle, Dachshunddoodle, and Dachshundpoo. This is one of the most unpredictable pairings among mixed breeds, even within a single litter, which means they often end up in shelters. However, with such winning personality traits, they are wonderfully adoptable dogs–and, as one of the most loving mixed breeds, they will fall in love with you before you leave the shelter. Because they’re so affectionate and loyal, Doxiepoos work best with families who don’t mind spending plenty of time with them. They do well with children, but they do best in single-pet homes. Vigilant watchdogs, Doxiepoos may be “yappy,” so owners should be prepared. Also, because it’s impossible to know how this mix may turn out, owners who need “hypoallergenic” dogs should probably stay away from this mixed breed. Doxiepoos are energetic but highly adaptable to both apartments and houses , provided they are given enough exercise time.",https://cdn1-www.dogtime.com/assets/uploads/2019/08/doxiepoo-mixed-dog-breed-pictures-cover.jpg,5,3,4,2,3,3,3,5,2,1,3,3,3,,3,2,4,2,3,3,5,3,4,5,4,4,4,4,4,5,4,Mixed Breed Dogs,39.37,7.94,12.5
